antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"has_genre, ~starred_actors, ~written_by","starred_actors, written_by",0.0122838514598885,0.05480487574411792,0.0073703108759331,0.6,10.947931034482759,0.006697095923014709,2.362987810639705,0.9199591823718869
"has_genre, ~release_year",written_by,0.007748275536237362,0.28696966833601056,0.004630067088727204,0.5975609756097562,2.0823140615337667,0.002406547027917144,1.7717723392862772,0.5238237757725698
"has_genre, ~release_year","release_year, written_by",0.007748275536237362,0.032693943116318624,0.004630067088727204,0.5975609756097562,18.277421401381645,0.0043767454090958965,2.403608989832178,0.9526692307243819
"has_genre, release_year, ~release_year",written_by,0.007748275536237362,0.28696966833601056,0.004630067088727204,0.5975609756097562,2.0823140615337667,0.002406547027917144,1.7717723392862772,0.5238237757725698
"Subject, ~has_genre",written_by,0.0034961731078144193,0.28696966833601056,0.0020788056316734384,0.5945945945945945,2.0719771467219608,0.0010755099944786551,1.7588081514378402,0.5191843525334896
~Romantic relationship (with celebrities),~starred_actors,0.005102522914107531,0.1973920438439006,0.0030237172824340926,0.5925925925925927,3.002109816853714,0.0020165198556580713,1.9700377105649716,0.6703212555798271
Starring TV role,starred_actors,0.004157611263346877,0.22630634035717662,0.0024567702919777,0.5909090909090909,2.611102676029607,0.0015158765023418905,1.8912511680157909,0.6195960790324582
Starring TV role,has_genre,0.004157611263346877,0.2388736653122933,0.0024567702919777,0.5909090909090909,2.4737305811277333,0.001463626450558357,1.8605310403477278,0.5982395060106418
"directed_by, starred_actors, ~written_by",written_by,0.004819049418879335,0.28696966833601056,0.002834734952281962,0.5882352941176471,2.0498169633345604,0.0014518139388513148,1.7316450911839745,0.5146315989365743
"release_year, ~has_genre",written_by,0.008693187186998016,0.28696966833601056,0.005102522914107531,0.5869565217391304,2.045360839501224,0.0026078418702718538,1.726283960870711,0.5155706655087077
"release_year, ~has_genre",~written_by,0.008693187186998016,0.301993763583105,0.005102522914107531,0.5869565217391304,1.9436047777112693,0.0024772345979735748,1.6899098355356406,0.4897495913604959
Subject,~written_by,0.007748275536237362,0.301993763583105,0.004535575923651138,0.5853658536585366,1.9383375560914557,0.0021956450331839165,1.6834268054760408,0.4878741707139002
"has_genre, ~directed_by, ~written_by","starred_actors, written_by",0.005008031749031466,0.05480487574411792,0.002929226117358027,0.5849056603773585,10.672511385816525,0.00265476155962976,2.2770609811618976,0.9108629721532947
"written_by, ~directed_by",starred_actors,0.016535953888311444,0.22630634035717662,0.00963809883775867,0.5828571428571427,2.575522815389203,0.005895907628979881,1.85474507448622,0.6220149281849556
"starred_actors, written_by, ~has_genre",~starred_actors,0.010866483983747519,0.1973920438439006,0.006330908060096381,0.5826086956521739,2.951530792765417,0.004185950577147447,1.9229148949573212,0.6684565327736557
"directed_by, has_genre",~written_by,0.0069923462156288385,0.301993763583105,0.0040631200982708116,0.581081081081081,1.9241492744308764,0.0019514751483369775,1.6662084353177493,0.4836718029064788
"has_genre, is-a",~is-a,0.006519890390248512,0.03156004913540584,0.0037796466030426156,0.5797101449275363,18.368480430443462,0.0035738785419689124,2.304219193436448,0.9517643142476698
"has_genre, is-a",~has_genre,0.006519890390248512,0.12888594916375318,0.0037796466030426156,0.5797101449275363,4.4978537124399685,0.0029393243416518033,2.072650672679346,0.7827753471561728
release_year,written_by,0.056505716715487105,0.28696966833601056,0.032693943116318624,0.5785953177257525,2.016224645206335,0.016478516331386722,1.6920322949804192,0.5342094065954424
~release_year,"written_by, ~written_by",0.02418973825947274,0.18879334782197865,0.013984692431257677,0.578125,3.062210648148148,0.009417830762314415,1.9228602125701246,0.6901326619541008
~release_year,"release_year, written_by, ~written_by",0.02418973825947274,0.0294812435037324,0.013984692431257677,0.578125,19.609925881410255,0.01327154886733861,2.300488904287449,0.9725306792218771
"release_year, ~release_year","written_by, ~written_by",0.02418973825947274,0.18879334782197865,0.013984692431257677,0.578125,3.062210648148148,0.009417830762314415,1.9228602125701246,0.6901326619541008
"has_genre, release_year, ~has_genre",written_by,0.008504204856845885,0.28696966833601056,0.0049135405839554,0.5777777777777777,2.013375772875279,0.002473091736724846,1.6887560486778694,0.5076387921618075
"has_genre, release_year, ~has_genre",~written_by,0.008504204856845885,0.301993763583105,0.0049135405839554,0.5777777777777777,1.913210958142122,0.0023453237529547904,1.6531726651979093,0.4814125167694213
~in_language,~written_by,0.005574978739487858,0.301993763583105,0.0032126996125862234,0.576271186440678,1.9082221420843852,0.0015290908011524906,1.6472947179438724,0.47862029646522236
~in_language,"in_language, written_by",0.005574978739487858,0.005669469904563924,0.0032126996125862234,0.576271186440678,101.64463276836157,0.0031810924384041133,2.346620051025229,0.9957128803630916
"written_by, ~starred_actors",~written_by,0.0466786355475763,0.301993763583105,0.02683549088160257,0.5748987854251012,1.9036776740155963,0.012738834053665892,1.6419765751902198,0.49794435160871064
"directed_by, starred_actors, ~directed_by",~starred_actors,0.004441084758575073,0.1973920438439006,0.0025512614570537655,0.574468085106383,2.910289968731858,0.001674626659674636,1.8861286969668338,0.6593197221519165
"in_language, ~in_language",~written_by,0.005102522914107531,0.301993763583105,0.002929226117358027,0.5740740740740741,1.9009467853335187,0.0013882960187576615,1.6387972507179276,0.4763770722336772
"written_by, ~Produced by",starred_actors,0.003968628933194746,0.22630634035717662,0.002267787961825569,0.5714285714285714,2.525022368028631,0.00136966207171866,1.8052852058332545,0.6063703633431363
"~Spouse (or domestic partner), ~starred_actors",starred_actors,0.00614192572994425,0.22630634035717662,0.0034961731078144193,0.5692307692307692,2.515310743536213,0.002106216373125155,1.796074567027983,0.6061577835679375
"has_genre, starred_actors, written_by, ~has_genre, ~starred_actors",~written_by,0.0054804875744117925,0.301993763583105,0.0031182084475101578,0.5689655172413793,1.884030684907859,0.0014631353786430984,1.6193744684871967,0.471808824587922
"Sport played, ~starred_actors","starred_actors, ~has_genre",0.0054804875744117925,0.042898988944533686,0.0031182084475101578,0.5689655172413793,13.262912046179554,0.002883101071644812,2.220474345648682,0.9296969696969697
"Sport played, ~starred_actors",~has_genre,0.0054804875744117925,0.12888594916375318,0.0031182084475101578,0.5689655172413793,4.414488320355952,0.0024118506046019385,2.020984597940093,0.777735550277118
Produced by,starred_actors,0.010299536993291128,0.22630634035717662,0.005858452234716054,0.5688073394495412,2.5134396966156554,0.0035276017103909804,1.7943108276822923,0.6084051445360862
"in_language, written_by",~in_language,0.005669469904563924,0.005574978739487858,0.0032126996125862234,0.5666666666666667,101.64463276836159,0.0031810924384041133,2.2948269721396435,0.995807502892823
"release_year, ~has_genre","has_genre, written_by",0.008693187186998016,0.08910516866672966,0.0049135405839554,0.5652173913043478,6.343261561160035,0.004138932673406488,2.0950581120665217,0.8497393370141438
"release_year, ~has_genre","has_genre, ~written_by",0.008693187186998016,0.1059245960502693,0.0049135405839554,0.5652173913043478,5.336035372144436,0.003992718242783258,2.0563734290843803,0.8197209329608528
"release_year, ~has_genre, ~release_year",~written_by,0.003874137768118681,0.301993763583105,0.002173296796749504,0.5609756097560976,1.857573491254312,0.001003331351515893,1.5899030940607057,0.4634587942226952
"~has_genre, ~release_year","release_year, ~written_by",0.003874137768118681,0.04129263913824058,0.002173296796749504,0.5609756097560976,13.585365853658537,0.0020133234239187504,2.1837223219628967,0.9299943084803642
"~has_genre, ~release_year",~written_by,0.003874137768118681,0.301993763583105,0.002173296796749504,0.5609756097560976,1.857573491254312,0.001003331351515893,1.5899030940607057,0.4634587942226952
"has_genre, ~Produced by",starred_actors,0.005102522914107531,0.22630634035717662,0.002834734952281962,0.5555555555555556,2.4548828578056137,0.0016800016650016503,1.7408107341963528,0.5956880995346187
"has_genre, release_year",written_by,0.01615798922800718,0.28696966833601056,0.008976660682226212,0.5555555555555556,1.9359382431493068,0.00433980787248816,1.6043182462439762,0.4913945447560507
"has_genre, written_by",~has_genre,0.08910516866672966,0.12888594916375318,0.0494188793347822,0.5546129374337222,4.303129557816043,0.03793447509577443,1.9558584522347162,0.842699911934816
~Film Executive Produced,~starred_actors,0.005291505244259662,0.1973920438439006,0.002929226117358027,0.5535714285714285,2.804426246324283,0.0018847250821828938,1.7978418217896623,0.6468436003272691
~Film Executive Produced,~written_by,0.005291505244259662,0.301993763583105,0.002929226117358027,0.5535714285714285,1.8330558287144643,0.0013312245336243144,1.5635339695738446,0.45688046406015864
"has_genre, starred_actors, ~has_genre",~starred_actors,0.035528678068600585,0.1973920438439006,0.0196541623358216,0.5531914893617021,2.802501451371419,0.012641083956788562,1.7963130447303177,0.6668688908818232
"has_genre, starred_actors, written_by, ~has_genre",~starred_actors,0.009921572332986866,0.1973920438439006,0.0054804875744117925,0.5523809523809524,2.79839522213864,0.0035220481334584178,1.7930603275827752,0.6490923511330801
in_language,written_by,0.010299536993291128,0.28696966833601056,0.005669469904563924,0.5504587155963303,1.9181773418360106,0.0027138151895846974,1.5861286969668338,0.48365317293615945
"has_genre, starred_actors, written_by",~starred_actors,0.019748653500897665,0.1973920438439006,0.010866483983747519,0.5502392344497608,2.7875451499194916,0.006968256906040326,1.7845219450704761,0.6541806020066889
"has_genre, release_year, ~has_genre, ~release_year",~written_by,0.0037796466030426156,0.301993763583105,0.0020788056316734384,0.5499999999999999,1.8212296620775967,0.0009373759290065009,1.5511249698153222,0.4526312158864563
"has_genre, ~Next in series",~has_genre,0.0037796466030426156,0.12888594916375318,0.0020788056316734384,0.5499999999999999,4.26733870967742,0.0015916622917367354,1.935809001858326,0.7685668215877833
"has_genre, ~has_genre, ~release_year","release_year, ~written_by",0.0037796466030426156,0.04129263913824058,0.0020788056316734384,0.5499999999999999,13.319565217391302,0.0019227340484239228,2.130460801915021,0.9284316177041207
"has_genre, ~has_genre, ~release_year",~written_by,0.0037796466030426156,0.301993763583105,0.0020788056316734384,0.5499999999999999,1.8212296620775967,0.0009373759290065009,1.5511249698153222,0.4526312158864563
"Subject, written_by",has_genre,0.003968628933194746,0.2388736653122933,0.002173296796749504,0.5476190476190476,2.2925048975286315,0.0012252958572128586,1.6824897924675621,0.5660423274749117
"written_by, ~Produced by",~written_by,0.003968628933194746,0.301993763583105,0.002173296796749504,0.5476190476190476,1.8133455509863519,0.0009747956089492197,1.5429611541847152,0.45032028146822145
"has_genre, release_year, written_by",~has_genre,0.008976660682226212,0.12888594916375318,0.0049135405839554,0.5473684210526315,4.24692082111437,0.0037565751516057304,1.9245542983591497,0.7714604236343368
Starring TV role,~starred_actors,0.004157611263346877,0.1973920438439006,0.002267787961825569,0.5454545454545454,2.763305626876713,0.0014471085770451073,1.7657375035434184,0.6407786950058513
"~is-a, ~starred_actors",starred_actors,0.004157611263346877,0.22630634035717662,0.002267787961825569,0.5454545454545454,2.4102486240273295,0.0013268941721897597,1.7021260512142113,0.5875478381883164
"directed_by, ~has_genre",starred_actors,0.004157611263346877,0.22630634035717662,0.002267787961825569,0.5454545454545454,2.4102486240273295,0.0013268941721897597,1.7021260512142113,0.5875478381883164
"Produced by, ~written_by",starred_actors,0.005385996409335727,0.22630634035717662,0.002929226117358027,0.543859649122807,2.4032011134307587,0.0017103409807843648,1.6961745615246515,0.5870501921509258
"directed_by, ~written_by",starred_actors,0.008882169517150146,0.22630634035717662,0.004819049418879335,0.5425531914893617,2.3974281526229286,0.0028089581410210146,1.6913303257308232,0.5881100461921827
"in_language, written_by, ~written_by",~in_language,0.0049135405839554,0.005574978739487858,0.002645752622129831,0.5384615384615385,96.58539765319428,0.002618359737838669,2.1545875460644432,0.9945331470352835
"starred_actors, written_by, ~has_genre, ~starred_actors",~written_by,0.006330908060096381,0.301993763583105,0.003401681942738354,0.5373134328358209,1.7792202940242468,0.001489787190771234,1.5085941238687732,0.44074637589281945
"~has_genre, ~release_year","has_genre, ~written_by",0.003874137768118681,0.1059245960502693,0.0020788056316734384,0.5365853658536585,5.06572964034725,0.0016684391535423753,1.9293206085231027,0.8057165278280816
"~has_genre, ~release_year","has_genre, release_year, ~written_by",0.003874137768118681,0.010677501653595389,0.0020788056316734384,0.5365853658536585,50.253831210878474,0.002037439519248095,2.1348538122211886,0.9839128335144272
"release_year, ~has_genre, ~release_year","has_genre, ~written_by",0.003874137768118681,0.1059245960502693,0.0020788056316734384,0.5365853658536585,5.06572964034725,0.0016684391535423753,1.9293206085231027,0.8057165278280816
"is-a, ~is-a, ~starred_actors",starred_actors,0.0040631200982708116,0.22630634035717662,0.002173296796749504,0.5348837209302326,2.3635383793756373,0.0012537869568781447,1.6634413682320706,0.5792591370348981
"has_genre, ~is-a",~written_by,0.0040631200982708116,0.301993763583105,0.002173296796749504,0.5348837209302326,1.7711747242192277,0.0009462598663825463,1.5007134082963247,0.43717927563732367
"has_genre, written_by, ~starred_actors","starred_actors, ~written_by",0.013795710101105547,0.06274213361050741,0.0073703108759331,0.5342465753424658,8.514957088628487,0.006504738589517709,2.0123477719539107,0.8949054522495167
"starred_actors, ~has_genre",~starred_actors,0.042898988944533686,0.1973920438439006,0.022772370783331757,0.5308370044052864,2.6892522822504286,0.014304451676733356,1.7107230614782587,0.6563042150450066
"has_genre, release_year, written_by, ~release_year",~has_genre,0.004630067088727204,0.12888594916375318,0.0024567702919777,0.5306122448979591,4.116913040876175,0.001860019700555239,1.8558516735206994,0.7606212849235442
"has_genre, written_by, ~release_year",~has_genre,0.004630067088727204,0.12888594916375318,0.0024567702919777,0.5306122448979591,4.116913040876175,0.001860019700555239,1.8558516735206994,0.7606212849235442
"has_genre, written_by, ~release_year","release_year, ~has_genre",0.004630067088727204,0.008693187186998016,0.0024567702919777,0.5306122448979591,61.03771073646849,0.0024165202520870354,2.1119145142537867,0.9881920813190985
"directed_by, starred_actors, ~written_by",~starred_actors,0.004819049418879335,0.1973920438439006,0.0025512614570537655,0.5294117647058824,2.6820319319685746,0.001600019442876412,1.7055419068317113,0.630185255517576
"has_genre, starred_actors",~has_genre,0.06718321836908249,0.12888594916375318,0.035528678068600585,0.5288326300984528,4.1031053697448145,0.02686970520122569,1.848842060133049,0.8107510172764577
"has_genre, release_year",~has_genre,0.01615798922800718,0.12888594916375318,0.008504204856845885,0.5263157894736843,4.083577712609972,0.00642166707861648,1.8390185517654103,0.7675182481751824
~Next in series,~written_by,0.005385996409335727,0.301993763583105,0.002834734952281962,0.5263157894736842,1.7428035043804755,0.0012081976259815759,1.473568721324556,0.4285198555956679
~in_language,"in_language, ~written_by",0.005574978739487858,0.006708872720400642,0.002929226117358027,0.5254237288135594,78.31773693005492,0.002891824294575863,2.0930063039105846,0.9927661504885912
"Subject, written_by",~has_genre,0.003968628933194746,0.12888594916375318,0.0020788056316734384,0.5238095238095237,4.064132104454685,0.0015673051247399002,1.829339506756118,0.7569490560667868
Produced by,~written_by,0.010299536993291128,0.301993763583105,0.005385996409335727,0.5229357798165137,1.7316111882972982,0.0022756004695683226,1.4631284571046455,0.4269000264648637
"~is-a, ~starred_actors","is-a, starred_actors",0.004157611263346877,0.006614381555324577,0.002173296796749504,0.5227272727272728,79.02889610389612,0.0021457967694950126,2.0813793910269394,0.9914685412773261
Starring TV role,"starred_actors, ~starred_actors",0.004157611263346877,0.1482566380043466,0.002173296796749504,0.5227272727272728,3.525827104698998,0.001556903328716692,1.7846051394194646,0.7193694641435333
release_year,"written_by, ~written_by",0.056505716715487105,0.18879334782197865,0.0294812435037324,0.5217391304347826,2.7635461548505025,0.01881334007393525,1.6961593636449537,0.6763645468202303
"has_genre, written_by, ~has_genre, ~starred_actors",~written_by,0.006519890390248512,0.301993763583105,0.003401681942738354,0.5217391304347826,1.7276486912989062,0.0014327157056378869,1.459467585235326,0.42394267960180076
"Subject, ~written_by",has_genre,0.004535575923651138,0.2388736653122933,0.0023622791269016347,0.5208333333333334,2.180371505801688,0.0012788494817168971,1.5884375680439098,0.5438291409587092
"in_language, ~in_language","written_by, ~written_by",0.005102522914107531,0.18879334782197865,0.002645752622129831,0.5185185185185186,2.74648722796871,0.001682430238837112,1.6848138160620447,0.6391598713756564
"directed_by, written_by, ~written_by",starred_actors,0.0054804875744117925,0.22630634035717662,0.002834734952281962,0.5172413793103449,2.2855805917500542,0.0015944658659438494,1.6026511521172773,0.5655740300870942
"starred_actors, ~written_by",~starred_actors,0.06274213361050741,0.1973920438439006,0.032410469621090426,0.516566265060241,2.616955855975361,0.020025671632585278,1.6602233111764797,0.6592386670221211
"has_genre, release_year, written_by",~release_year,0.008976660682226212,0.02418973825947274,0.004630067088727204,0.5157894736842106,21.32265625,0.004412924016380052,2.0152603231597848,0.961734693877551
"directed_by, written_by",starred_actors,0.006425399225172447,0.22630634035717662,0.0033071907776622885,0.5147058823529411,2.2743767653199063,0.001853082193679674,1.5942778441124845,0.5639426669383873
~Produced by,~starred_actors,0.009921572332986866,0.1973920438439006,0.005102522914107531,0.5142857142857143,2.6054024481980442,0.0031440834731541563,1.6524281450272635,0.6223568959300968
~Produced by,has_genre,0.009921572332986866,0.2388736653122933,0.005102522914107531,0.5142857142857143,2.152961121157324,0.0027325205652659174,1.5670248067099846,0.5408899068948696
"directed_by, has_genre",~has_genre,0.0069923462156288385,0.12888594916375318,0.003590664272890485,0.5135135135135136,3.9842474439248643,0.0026894490940075847,1.7906233267189522,0.7542858001412324
"directed_by, has_genre",starred_actors,0.0069923462156288385,0.22630634035717662,0.003590664272890485,0.5135135135135136,2.2691079388365405,0.0020082519903211688,1.5903703003769152,0.563236524082115
Subject,written_by,0.007748275536237362,0.28696966833601056,0.003968628933194746,0.5121951219512195,1.7848406241718,0.0017451088723846862,1.4617121799111783,0.4431596083819682
"is-a, ~starred_actors",~is-a,0.007937257866389493,0.03156004913540584,0.0040631200982708116,0.5119047619047619,16.220024237239805,0.003812619850007173,1.984120874942095,0.9458553084789914
"directed_by, has_genre, ~written_by",written_by,0.0040631200982708116,0.28696966833601056,0.0020788056316734384,0.5116279069767442,1.7828640564816873,0.0009128134046632848,1.4600144886453117,0.44089615318268066
~Celebrity friend,~starred_actors,0.004630067088727204,0.1973920438439006,0.0023622791269016347,0.5102040816326531,2.584724650990123,0.0014483407211233932,1.6386579104853696,0.6159635466109739
"starred_actors, written_by, ~directed_by, ~starred_actors",~written_by,0.004819049418879335,0.301993763583105,0.0024567702919777,0.5098039215686274,1.6881273160077548,0.0010014474210773548,1.4239327222904659,0.4096015074936457
~Place of birth,Place of birth,0.005008031749031466,0.008976660682226212,0.0025512614570537655,0.5094339622641509,56.75094339622641,0.0025063060553568942,2.020162960917,0.9873236959656713
~in_language,"written_by, ~written_by",0.005574978739487858,0.18879334782197865,0.002834734952281962,0.5084745762711865,2.6932865068458294,0.0017822160520176947,1.6503859475345954,0.6322310908399849
"starred_actors, ~directed_by",~starred_actors,0.02806387602759142,0.1973920438439006,0.014268165926485873,0.5084175084175084,2.575673763323356,0.008728580079217757,1.6327024861531612,0.6294159231412079
"written_by, ~starred_actors","starred_actors, ~written_by",0.0466786355475763,0.06274213361050741,0.023717282434092414,0.5080971659919029,8.098181186283597,0.0207885652458102,1.9053719588329605,0.9194333776007083
"has_genre, written_by, ~written_by",~has_genre,0.07143532079750543,0.12888594916375318,0.03609562505905698,0.5052910052910053,3.920450666418409,0.026888615934253297,1.7608615573053548,0.8022352136996214
"Sport played, starred_actors",~starred_actors,0.009543607672682605,0.1973920438439006,0.004819049418879335,0.5049504950495048,2.5581096644848778,0.0029352171947241833,1.6212680714353205,0.6149552360535894
"starred_actors, written_by, ~has_genre","has_genre, ~starred_actors",0.010866483983747519,0.053198525937824814,0.0054804875744117925,0.5043478260869565,9.480484979535099,0.0049024066443494425,1.9102135003008798,0.9043472388757858
"has_genre, starred_actors, written_by, ~starred_actors",~has_genre,0.010866483983747519,0.12888594916375318,0.0054804875744117925,0.5043478260869565,3.913132729822772,0.004079950472093772,1.7575108043187435,0.7526287009342101
"is-a, ~written_by",~is-a,0.011055466313899651,0.03156004913540584,0.005574978739487858,0.5042735042735043,15.978223041097293,0.00522606767940636,1.9535771422613364,0.947894230551228
"written_by, ~directed_by",~written_by,0.016535953888311444,0.301993763583105,0.008315222526693753,0.5028571428571428,1.6651242624709455,0.003321467577525902,1.4040355330224898,0.4061604709663894
"has_genre, starred_actors, written_by",~has_genre,0.019748653500897665,0.12888594916375318,0.009921572332986866,0.5023923444976077,3.897960543854973,0.007376248381817593,1.7506041983151501,0.7584336298622014
is-a,~is-a,0.06179722195974676,0.03156004913540584,0.030993102144949446,0.5015290519877676,15.891263344869895,0.029042778783468257,1.942821251120996,0.9987951037733764
"Produced by, written_by",~starred_actors,0.004157611263346877,0.1973920438439006,0.0020788056316734384,0.5,2.5330301579703205,0.0012581262468929766,1.6052159123121987,0.6077426700825505
"Produced by, written_by","starred_actors, ~starred_actors",0.004157611263346877,0.1482566380043466,0.0020788056316734384,0.5,3.3725302740599106,0.0014624121636406264,1.7034867239913067,0.7064237593699593
"release_year, written_by",~release_year,0.032693943116318624,0.02418973825947274,0.016346971558159312,0.5,20.669921875,0.015556113631505475,1.9516205234810544,0.9837843118101006
"written_by, ~has_genre, ~starred_actors",~written_by,0.0073703108759331,0.301993763583105,0.00368515543796655,0.5,1.6556633291614518,0.001459367517766022,1.3960124728337902,0.39895287958115183
"written_by, ~directed_by, ~written_by",has_genre,0.008315222526693753,0.2388736653122933,0.004157611263346877,0.5,2.0931566455696204,0.002171323580508191,1.5222526693754135,0.52663172939495
"Produced by, starred_actors",~written_by,0.005858452234716054,0.301993763583105,0.002929226117358027,0.5,1.6556633291614518,0.001160010078224274,1.3960124728337902,0.3983461648132307
"starred_actors, written_by, ~directed_by",~starred_actors,0.00963809883775867,0.1973920438439006,0.004819049418879335,0.5,2.5330301579703205,0.0029165653905246277,1.6052159123121987,0.6111058105142638
"has_genre, starred_actors, written_by, ~written_by",~starred_actors,0.0147406217518662,0.1973920438439006,0.0073703108759331,0.5,2.5330301579703205,0.004460629420802373,1.6052159123121987,0.6142706435216266
"release_year, written_by, ~has_genre",~release_year,0.005102522914107531,0.02418973825947274,0.0025512614570537655,0.5,20.669921875,0.002427832763298542,1.9516205234810544,0.9565010922214835
"has_genre, release_year, written_by, ~has_genre",~release_year,0.0049135405839554,0.02418973825947274,0.0024567702919777,0.5,20.669921875,0.002337913031324522,1.9516205234810544,0.9563194378501568
in_language,~in_language,0.010299536993291128,0.005574978739487858,0.005102522914107531,0.4954128440366972,88.86362929559944,0.005045103214343364,1.9707695875890145,0.9990364146846865
"~directed_by, ~written_by",has_genre,0.010110554663138996,0.2388736653122933,0.005008031749031466,0.4953271028037384,2.073594433928783,0.002592886498307155,1.5081577372515673,0.5230337807171109
~Produced by,"starred_actors, ~starred_actors",0.009921572332986866,0.1482566380043466,0.0049135405839554,0.4952380952380952,3.3404109381164826,0.0034426016261498256,1.6874160945196908,0.7076567019542779
has_genre,~has_genre,0.2388736653122933,0.12888594916375318,0.1179249740149296,0.4936708860759494,3.8302925127139096,0.08713751493092997,1.7204502504015873,0.9708287574209361
"starred_actors, written_by, ~has_genre, ~written_by",~starred_actors,0.006897855050552773,0.1973920438439006,0.003401681942738354,0.4931506849315069,2.4983311147104534,0.00204010023617077,1.5835238053890608,0.6038984036367481
"starred_actors, written_by, ~has_genre, ~starred_actors","has_genre, ~written_by",0.006330908060096381,0.1059245960502693,0.0031182084475101578,0.49253731343283585,4.649886162408298,0.0024476095686130545,1.7618544724891756,0.7899420219694088
"has_genre, starred_actors, ~directed_by",~starred_actors,0.010771992818671455,0.1973920438439006,0.005291505244259662,0.4912280701754386,2.488591032391894,0.003165199565510284,1.5775397758930227,0.604679802955665
~Place of birth,~has_person,0.005008031749031466,0.013606727770953416,0.0024567702919777,0.490566037735849,36.05319706498951,0.0023886273673003372,1.9362534603014614,0.9771568412594054
"written_by, ~directed_by, ~starred_actors",~written_by,0.005008031749031466,0.301993763583105,0.0024567702919777,0.490566037735849,1.6244243984225564,0.0009443759359440077,1.3701603900035344,0.3863320914602965
"written_by, ~directed_by, ~starred_actors","starred_actors, ~written_by",0.005008031749031466,0.06274213361050741,0.0024567702919777,0.490566037735849,7.818765628551943,0.0021425556948543043,1.839802478468263,0.8764920739279712
"has_genre, ~release_year","release_year, ~has_genre",0.007748275536237362,0.008693187186998016,0.0037796466030426156,0.48780487804878053,56.1134676564157,0.003712289393429667,1.9354085393015754,0.9898485858489668
"has_genre, ~release_year",~has_genre,0.007748275536237362,0.12888594916375318,0.0037796466030426156,0.48780487804878053,3.7847793433946078,0.0027810027561723746,1.7007464802041008,0.7415293781544615
"has_genre, release_year, ~release_year",~has_genre,0.007748275536237362,0.12888594916375318,0.0037796466030426156,0.48780487804878053,3.7847793433946078,0.0027810027561723746,1.7007464802041008,0.7415293781544615
"has_genre, release_year, written_by, ~written_by",~has_genre,0.0073703108759331,0.12888594916375318,0.003590664272890485,0.4871794871794872,3.7799270621851275,0.0026407347600139143,1.6986723991306814,0.7409053332999325
"has_genre, release_year, written_by, ~written_by",~release_year,0.0073703108759331,0.02418973825947274,0.003590664272890485,0.4871794871794872,20.139923878205128,0.003412378381910718,1.9028300103940283,0.957403742578722
"has_genre, release_year, ~written_by",~release_year,0.010677501653595389,0.02418973825947274,0.005197014079183596,0.48672566371681414,20.12116288716814,0.004938728108918036,1.9011475789082684,0.9605574368325084
directed_by,starred_actors,0.020977038646886517,0.22630634035717662,0.010205045828215062,0.48648648648648646,2.149681205213564,0.0054578089805071145,1.506666600357077,0.5462739546804791
Produced by,~starred_actors,0.010299536993291128,0.1973920438439006,0.005008031749031466,0.4862385321100917,2.4633137316041647,0.002974985091279867,1.5622190575181218,0.600224815445974
"has_genre, starred_actors, ~written_by",~starred_actors,0.022677879618255695,0.1973920438439006,0.010960975148823585,0.4833333333333333,2.4485958193713095,0.006484542140930157,1.5534347538505147,0.6053302750152526
~Subject,~written_by,0.00840971369176982,0.301993763583105,0.0040631200982708116,0.48314606741573035,1.5998544528975827,0.0015234390098368758,1.3504903269805146,0.3781230470567899
~Film Executive Produced,"starred_actors, ~starred_actors",0.005291505244259662,0.1482566380043466,0.0025512614570537655,0.4821428571428571,3.2520827642720564,0.001766760679557459,1.644745802474365,0.6961886366275081
"release_year, written_by, ~has_genre","has_genre, ~release_year",0.005102522914107531,0.007748275536237362,0.0024567702919777,0.48148148148148145,62.14046973803071,0.00241723453850923,1.9136283257515418,0.9889535860663223
"release_year, starred_actors",~release_year,0.0049135405839554,0.02418973825947274,0.0023622791269016347,0.48076923076923084,19.874924879807693,0.002243421866248457,1.8793382818706452,0.9543747032570508
"has_genre, release_year",~release_year,0.01615798922800718,0.02418973825947274,0.007748275536237362,0.4795321637426901,19.82378472222222,0.0073574180060124875,1.8748714017711257,0.9651504361758946
"has_genre, ~written_by",~has_genre,0.1059245960502693,0.12888594916375318,0.05074175564584711,0.4790365744870651,3.71674785029077,0.03708956354412101,1.6721213201839598,0.8175457883676231
"has_genre, is-a",~written_by,0.006519890390248512,0.301993763583105,0.0031182084475101578,0.47826086956521735,1.5836779670239973,0.0011492422104096905,1.3378452864657153,0.37097722517163256
"has_genre, written_by, ~has_genre, ~starred_actors","starred_actors, ~written_by",0.006519890390248512,0.06274213361050741,0.0031182084475101578,0.47826086956521735,7.622642744892613,0.002709136613519322,1.7964109105798605,0.8745136354989882
"has_genre, starred_actors, written_by, ~has_genre, ~written_by",~starred_actors,0.006519890390248512,0.1973920438439006,0.0031182084475101578,0.47826086956521735,2.4228984119716106,0.0018312339577407973,1.5383319159658568,0.5911252529095404
~Team Owned,Team Owned,0.012472833790040631,0.006708872720400642,0.005952943399792119,0.47727272727272724,71.14052496798976,0.005869264745432024,1.900209113056625,0.9983961434540326
in_language,"written_by, ~written_by",0.010299536993291128,0.18879334782197865,0.0049135405839554,0.47706422018348615,2.5269122333342513,0.0029690565139756514,1.5512548260948125,0.6105484643292547
